repeat_time,repeat_signal
0,0
1e-05,0.587785252292473
2e-05,0.951056516295154
3e-05,0.951056516295154
4e-05,0.587785252292473
5e-05,-3.21624529935327e-16
6e-05,-0.587785252292473
7e-05,-0.951056516295154
8e-05,-0.951056516295153
9e-05,-0.587785252292473
0.0001,6.43249059870655e-16
0.00011,0.587785252292473
0.00012,0.951056516295154
0.00013,0.951056516295153
0.00014,0.587785252292472
0.00015,-1.40896279965604e-15
0.00016,-0.587785252292474
0.00017,-0.951056516295154
0.00018,-0.951056516295153
0.00019,-0.587785252292472
0.0002,1.28649811974131e-15
0.00021,0.587785252292473
0.00022,0.951056516295153
0.00023,0.951056516295154
0.00024,0.587785252292472
0.00025,6.12323399573677e-16
0.00026,-0.587785252292475
0.00027,-0.951056516295153
0.00028,-0.951056516295153
0.00029,-0.587785252292474
0.0003,2.81792559931209e-15
0.00031,0.587785252292472
0.00032,0.951056516295154
0.00033,0.951056516295153
0.00034,0.587785252292471
0.00035,-2.69546091939735e-15
0.00036,-0.587785252292475
0.00037,-0.951056516295154
0.00038,-0.951056516295153
0.00039,-0.587785252292471
0.0004,2.57299623948262e-15
0.00041,0.587785252292475
0.00042,0.951056516295153
0.00043,0.951056516295153
0.00044,0.587785252292474
0.00045,-2.45053155956788e-15
0.00046,-0.587785252292472
0.00047,-0.951056516295154
0.00048,-0.951056516295153
0.00049,-0.587785252292468
0.0005,-1.22464679914735e-15
0.00051,0.587785252292475
0.00052,0.951056516295155
0.00053,0.951056516295153
0.00054,0.587785252292474
0.00055,-2.20560219973841e-15
0.00056,-0.587785252292478
0.00057,-0.951056516295154
0.00058,-0.951056516295154
0.00059,-0.587785252292471
0.0006,5.63585119862418e-15
0.00061,0.587785252292475
0.00062,0.951056516295153
0.00063,0.951056516295153
0.00064,0.587785252292469
0.00065,-1.96067283990894e-15
0.00066,-0.587785252292478
0.00067,-0.951056516295154
0.00068,-0.951056516295152
0.00069,-0.587785252292472
0.0007,5.39092183879471e-15
0.00071,0.587785252292475
0.00072,0.951056516295155
0.00073,0.951056516295153
0.00074,0.587785252292469
0.00075,-1.71574348007947e-15
0.00076,-0.587785252292477
0.00077,-0.951056516295154
0.00078,-0.951056516295152
0.00079,-0.587785252292472
0.0008,5.14599247896524e-15
0.00081,0.587785252292474
0.00082,0.951056516295155
0.00083,0.951056516295151
0.00084,0.587785252292475
0.00085,-1.47081412025e-15
0.00086,-0.587785252292477
0.00087,-0.951056516295156
0.00088,-0.951056516295154
0.00089,-0.587785252292472
0.0009,4.90106311913577e-15
0.00091,0.58778525229248
0.00092,0.951056516295153
0.00093,0.951056516295153
0.00094,0.587785252292469
0.00095,-8.33131211802153e-15
0.00096,-0.587785252292477
0.00097,-0.951056516295154
0.00098,-0.95105651629515
0.00099,-0.587785252292472
0.001,-2.44929359829471e-15
0.00101,0.587785252292474
0.00102,0.951056516295155
0.00103,0.951056516295151
0.00104,0.587785252292464
0.00105,-1.51918101157931e-14
0.00106,-0.587785252292477
0.00107,-0.951056516295152
0.00108,-0.951056516295154
0.00109,-0.587785252292472
0.0011,4.41120439947682e-15
0.00111,0.58778525229248
0.00112,0.951056516295157
0.00113,0.951056516295149
0.00114,0.58778525229247
0.00115,-7.84145339836259e-15
0.00116,-0.587785252292471
0.00117,-0.951056516295154
0.00118,-0.951056516295152
0.00119,-0.587785252292467
0.0012,1.12717023972484e-14
0.00121,0.587785252292474
0.00122,0.951056516295155
0.00123,0.951056516295151
0.00124,0.587785252292476
0.00125,-4.91096680932118e-16
0.00126,-0.587785252292476
0.00127,-0.951056516295156
0.00128,-0.95105651629515
0.00129,-0.587785252292473
0.0013,3.92134567981788e-15
0.00131,0.587785252292479
0.00132,0.951056516295157
0.00133,0.951056516295154
0.00134,0.58778525229247
0.00135,-7.35159467870365e-15
0.00136,-0.587785252292482
0.00137,-0.951056516295154
0.00138,-0.951056516295152
0.00139,-0.587785252292467
0.0014,1.07818436775894e-14
0.00141,0.587785252292473
0.00142,0.951056516295155
0.00143,0.951056516295151
0.00144,0.587785252292464
0.00145,-1.23796127317672e-18
0.00146,-0.587785252292476
0.00147,-0.951056516295156
0.00148,-0.95105651629515
0.00149,-0.587785252292462
0.0015,3.43148696015894e-15
0.00151,0.587785252292479
0.00152,0.951056516295157
0.00153,0.951056516295154
0.00154,0.58778525229247
0.00155,-6.86173595904471e-15
0.00156,-0.587785252292482
0.00157,-0.951056516295158
0.00158,-0.951056516295153
0.00159,-0.587785252292468
0.0016,1.02919849579305e-14
0.00161,0.587785252292473
0.00162,0.951056516295155
0.00163,0.951056516295152
0.00164,0.587785252292465
0.00165,-1.37222339568162e-14
0.00166,-0.587785252292487
0.00167,-0.951056516295156
0.00168,-0.951056516295155
0.00169,-0.587785252292474
0.0017,2.9416282405e-15
0.00171,0.587785252292478
0.00172,0.951056516295157
0.00173,0.951056516295149
0.00174,0.587785252292459
0.00175,-6.37187723938577e-15
0.00176,-0.58778525229247
0.00177,-0.951056516295153
0.00178,-0.951056516295153
0.00179,-0.587785252292468
0.0018,9.80212623827153e-15
0.00181,0.587785252292484
0.00182,0.951056516295159
0.00183,0.951056516295147
0.00184,0.587785252292477
0.00185,9.78479478044706e-16
0.00186,-0.587785252292475
0.00187,-0.951056516295155
0.00188,-0.951056516295151
0.00189,-0.587785252292462
0.0019,1.66626242360431e-14
0.00191,0.587785252292489
0.00192,0.951056516295157
0.00193,0.951056516295154
0.00194,0.587785252292471
0.00195,-5.88201851972683e-15
0.00196,-0.587785252292492
0.00197,-0.951056516295153
0.00198,-0.951056516295153
0.00199,-0.587785252292468
0.002,-4.89858719658941e-15
0.00201,0.587785252292472
0.00202,0.951056516295154
0.00203,0.951056516295152
0.00204,0.587785252292466
0.00205,-1.27425165174984e-14
0.00206,-0.587785252292486
0.00207,-0.95105651629516
0.00208,-0.951056516295146
0.00209,-0.587785252292451
0.0021,3.03836202315861e-14
0.00211,0.587785252292478
0.00212,0.951056516295156
0.00213,0.95105651629515
0.00214,0.587785252292483
0.00215,8.81869491513412e-15
0.00216,-0.587785252292469
0.00217,-0.951056516295153
0.00218,-0.951056516295153
0.00219,-0.587785252292469
0.0022,8.82240879895365e-15
0.00221,0.587785252292483
0.00222,0.951056516295159
0.00223,0.951056516295148
0.00224,0.587785252292455
0.00225,-2.64635125130414e-14
0.00226,-0.587785252292497
0.00227,-0.951056516295155
0.00228,-0.951056516295151
0.00229,-0.587785252292463
0.0023,1.56829067967252e-14
0.00231,0.587785252292466
0.00232,0.951056516295152
0.00233,0.951056516295154
0.00234,0.587785252292472
0.00235,-4.90230108040894e-15
0.00236,-0.58778525229248
0.00237,-0.951056516295157
0.00238,-0.951056516295149
0.00239,-0.587785252292458
0.0024,2.25434047944967e-14
0.00241,0.587785252292494
0.00242,0.951056516295154
0.00243,0.951056516295152
0.00244,0.587785252292466
0.00245,-1.17627990781805e-14
0.00246,-0.587785252292485
0.00247,-0.951056516295159
0.00248,-0.951056516295155
0.00249,-0.587785252292475
0.0025,9.82193361864236e-16
0.00251,0.587785252292477
0.00252,0.951056516295156
0.00253,0.95105651629515
0.00254,0.587785252292461
0.00255,-1.8623297075952e-14
0.00256,-0.587785252292491
0.00257,-0.951056516295162
0.00258,-0.951056516295153
0.00259,-0.58778525229247
0.0026,7.84269135963577e-15
0.00261,0.587785252292482
0.00262,0.951056516295158
0.00263,0.951056516295148
0.00264,0.587785252292455
0.00265,2.93791435668047e-15
0.00266,-0.587785252292474
0.00267,-0.951056516295155
0.00268,-0.951056516295151
0.00269,-0.587785252292464
0.0027,1.47031893574073e-14
0.00271,0.587785252292488
0.00272,0.95105651629516
0.00273,0.951056516295146
0.00274,0.587785252292473
0.00275,-3.92258364109106e-15
0.00276,-0.587785252292479
0.00277,-0.951056516295157
0.00278,-0.951056516295149
0.00279,-0.587785252292458
0.0028,2.15636873551788e-14
0.00281,0.587785252292493
0.00282,0.951056516295154
0.00283,0.951056516295152
0.00284,0.587785252292467
0.00285,-1.07830816388626e-14
0.00286,-0.587785252292485
0.00287,-0.951056516295159
0.00288,-0.951056516295147
0.00289,-0.587785252292476
0.0029,2.47592254635343e-18
0.00291,0.587785252292476
0.00292,0.951056516295156
0.00293,0.95105651629515
0.00294,0.587785252292462
0.00295,-1.76435796366341e-14
0.00296,-0.58778525229249
0.00297,-0.951056516295161
0.00298,-0.951056516295145
0.00299,-0.58778525229247
0.003,6.86297392031788e-15
0.00301,0.587785252292482
0.00302,0.951056516295158
0.00303,0.951056516295148
0.00304,0.587785252292456
0.00305,3.91763179599835e-15
0.00306,-0.587785252292473
0.00307,-0.951056516295155
0.00308,-0.951056516295152
0.00309,-0.587785252292465
0.0031,1.37234719180894e-14
0.00311,0.587785252292487
0.00312,0.95105651629516
0.00313,0.951056516295146
0.00314,0.587785252292451
0.00315,-3.13645756321772e-14
0.00316,-0.587785252292478
0.00317,-0.951056516295157
0.00318,-0.951056516295149
0.00319,-0.587785252292459
0.0032,2.05839699158609e-14
0.00321,0.58778525229247
0.00322,0.951056516295153
0.00323,0.951056516295153
0.00324,0.587785252292468
0.00325,-9.80336419954471e-15
0.00326,-0.587785252292484
0.00327,-0.951056516295159
0.00328,-0.951056516295147
0.00329,-0.587785252292454
0.0033,2.74444679136325e-14
0.00331,0.587785252292498
0.00332,0.951056516295164
0.00333,0.951056516295151
0.00334,0.587785252292462
0.00335,-1.66638621973162e-14
0.00336,-0.587785252292466
0.00337,-0.951056516295152
0.00338,-0.951056516295154
0.00339,-0.587785252292471
0.0034,5.883256481e-15
0.00341,0.587785252292481
0.00342,0.951056516295158
0.00343,0.951056516295149
0.00344,0.587785252292457
0.00345,-2.35243601950878e-14
0.00346,-0.587785252292495
0.00347,-0.951056516295163
0.00348,-0.951056516295143
0.00349,-0.587785252292443
0.0035,1.27437544787715e-14
0.00351,0.587785252292486
0.00352,0.951056516295151
0.00353,0.951056516295155
0.00354,0.587785252292474
0.00355,-1.9631487624553e-15
0.00356,-0.587785252292478
0.00357,-0.951056516295156
0.00358,-0.95105651629515
0.00359,-0.58778525229246
0.0036,1.96042524765431e-14
0.00361,0.587785252292492
0.00362,0.951056516295162
0.00363,0.951056516295144
0.00364,0.587785252292446
0.00365,-3.72453561906308e-14
0.00366,-0.587785252292506
0.00367,-0.951056516295159
0.00368,-0.951056516295156
0.00369,-0.587785252292478
0.0037,-1.95695895608941e-15
0.00371,0.587785252292474
0.00372,0.951056516295155
0.00373,0.951056516295151
0.00374,0.587785252292463
0.00375,-1.56841447579984e-14
0.00376,-0.587785252292489
0.00377,-0.951056516295161
0.00378,-0.951056516295145
0.00379,-0.587785252292449
0.0038,3.33252484720861e-14
0.00381,0.587785252292503
0.00382,0.951056516295166
0.00383,0.951056516295149
0.00384,0.587785252292458
0.00385,5.87706667463412e-15
0.00386,-0.587785252292471
0.00387,-0.951056516295154
0.00388,-0.951056516295152
0.00389,-0.587785252292466
0.0039,1.17640370394537e-14
0.00391,0.587785252292485
0.00392,0.951056516295168
0.00393,0.951056516295147
0.00394,0.587785252292475
0.00395,-2.94051407535414e-14
0.00396,-0.587785252292477
0.00397,-0.951056516295165
0.00398,-0.95105651629515
0.00399,-0.587785252292461
0.004,-9.79717439317883e-15
0.00401,0.587785252292491
0.00402,0.951056516295153
0.00403,0.951056516295145
0.00404,0.58778525229247
0.00405,-3.6265638751313e-14
0.00406,-0.587785252292482
0.00407,-0.951056516295167
0.00408,-0.951056516295148
0.00409,-0.587785252292432
0.0041,2.54850330349967e-14
0.00411,0.587785252292474
0.00412,0.951056516295164
0.00413,0.951056516295151
0.00414,0.587785252292441
0.00415,-1.47044273186805e-14
0.00416,-0.587785252292511
0.00417,-0.95105651629516
0.00418,-0.951056516295137
0.00419,-0.58778525229245
0.0042,6.07672404631723e-14
0.00421,0.587785252292502
0.00422,0.951056516295157
0.00423,0.951056516295158
0.00424,0.587785252292458
0.00425,6.856784113952e-15
0.00426,-0.587785252292493
0.00427,-0.951056516295154
0.00428,-0.951056516295161
0.00429,-0.587785252292467
0.0043,-1.76373898302682e-14
0.00431,0.587785252292485
0.00432,0.95105651629515
0.00433,0.951056516295147
0.00434,0.587785252292476
0.00435,-2.84254233142235e-14
0.00436,-0.587785252292476
0.00437,-0.951056516295165
0.00438,-0.95105651629515
0.00439,-0.587785252292439
0.0044,1.76448175979073e-14
0.00441,0.587785252292513
0.00442,0.951056516295161
0.00443,0.951056516295136
0.00444,0.587785252292447
0.00445,-6.86421188159106e-15
0.00446,-0.587785252292505
0.00447,-0.951056516295158
0.00448,-0.951056516295139
0.00449,-0.587785252292456
0.0045,5.29270250260828e-14
0.00451,0.587785252292496
0.00452,0.951056516295172
0.00453,0.95105651629516
0.00454,0.587785252292465
0.00455,1.46969995510414e-14
0.00456,-0.587785252292487
0.00457,-0.951056516295151
0.00458,-0.951056516295146
0.00459,-0.587785252292474
0.0046,3.13658135934504e-14
0.00461,0.587785252292478
0.00462,0.951056516295148
0.00463,0.951056516295149
0.00464,0.587785252292482
0.00465,-2.05852078771341e-14
0.00466,-0.58778525229247
0.00467,-0.951056516295162
0.00468,-0.951056516295153
0.00469,-0.587785252292445
0.0047,9.80460216081789e-15
0.00471,0.587785252292507
0.00472,0.951056516295159
0.00473,0.951056516295139
0.00474,0.587785252292454
0.00475,-5.58674153053097e-14
0.00476,-0.587785252292498
0.00477,-0.951056516295173
0.00478,-0.951056516295142
0.00479,-0.587785252292462
0.0048,4.50868095889934e-14
0.00481,0.587785252292489
0.00482,0.95105651629517
0.00483,0.951056516295145
0.00484,0.587785252292471
0.00485,2.25372149881308e-14
0.00486,-0.587785252292481
0.00487,-0.951056516295149
0.00488,-0.951056516295149
0.00489,-0.58778525229248
0.0049,2.35255981563609e-14
0.00491,0.587785252292472
0.00492,0.951056516295163
0.00493,0.951056516295152
0.00494,0.587785252292443
0.00495,-1.27449924400447e-14
0.00496,-0.587785252292463
0.00497,-0.95105651629516
0.00498,-0.951056516295155
0.00499,-0.587785252292451
0.005,1.96438672372847e-15
0.00501,0.587785252292501
0.00502,0.951056516295156
0.00503,0.951056516295141
0.00504,0.58778525229246
0.00505,-4.80271998682202e-14
0.00506,-0.587785252292492
0.00507,-0.951056516295171
0.00508,-0.951056516295144
0.00509,-0.587785252292423
0.0051,3.7246594151904e-14
0.00511,0.587785252292529
0.00512,0.951056516295167
0.00513,0.951056516295148
0.00514,0.587785252292432
0.00515,-2.64659884355878e-14
0.00516,-0.587785252292474
0.00517,-0.951056516295146
0.00518,-0.951056516295151
0.00519,-0.587785252292486
0.0052,1.56853827192715e-14
0.00521,0.587785252292466
0.00522,0.951056516295161
0.00523,0.951056516295154
0.00524,0.587785252292449
0.00525,-4.9047770029553e-15
0.00526,-0.587785252292503
0.00527,-0.951056516295157
0.00528,-0.95105651629514
0.00529,-0.587785252292458
0.0053,-5.87582871336094e-15
0.00531,0.587785252292494
0.00532,0.951056516295154
0.00533,0.951056516295143
0.00534,0.587785252292466
0.00535,-4.01869844311308e-14
0.00536,-0.587785252292485
0.00537,-0.951056516295168
0.00538,-0.951056516295147
0.00539,-0.587785252292429
0.0054,2.94063787148146e-14
0.00541,0.587785252292523
0.00542,0.951056516295165
0.00543,0.951056516295132
0.00544,0.587785252292438
0.00545,-7.54691918593064e-14
0.00546,-0.587785252292514
0.00547,-0.951056516295144
0.00548,-0.951056516295153
0.00549,-0.587785252292493
0.0055,7.84516728218212e-15
0.00551,0.587785252292459
0.00552,0.951056516295158
0.00553,0.951056516295157
0.00554,0.587785252292455
0.00555,2.93543843413412e-15
0.00556,-0.587785252292497
0.00557,-0.951056516295155
0.00558,-0.951056516295142
0.00559,-0.587785252292464
0.0056,4.31273747103577e-14
0.00561,0.587785252292488
0.00562,0.951056516295169
0.00563,0.951056516295146
0.00564,0.587785252292473
0.00565,-3.23467689940414e-14
0.00566,-0.587785252292479
0.00567,-0.951056516295166
0.00568,-0.951056516295149
0.00569,-0.587785252292436
0.0057,2.15661632777252e-14
0.00571,0.587785252292516
0.00572,0.951056516295162
0.00573,0.951056516295135
0.00574,0.587785252292444
0.00575,-6.7628976422217e-14
0.00576,-0.587785252292508
0.00577,-0.951056516295159
0.00578,-0.951056516295156
0.00579,-0.587785252292453
0.0058,4.95184509270686e-18
0.00581,0.587785252292453
0.00582,0.951056516295156
0.00583,0.951056516295159
0.00584,0.587785252292462
0.00585,1.07756538712235e-14
0.00586,-0.58778525229249
0.00587,-0.951056516295152
0.00588,-0.951056516295145
0.00589,-0.58778525229247
0.0059,3.52871592732682e-14
0.00591,0.587785252292482
0.00592,0.951056516295167
0.00593,0.951056516295148
0.00594,0.587785252292433
0.00595,-2.4506553556952e-14
0.00596,-0.587785252292519
0.00597,-0.951056516295163
0.00598,-0.951056516295152
0.00599,-0.587785252292442
0.006,1.37259478406358e-14
0.00601,0.58778525229251
0.00602,0.95105651629516
0.00603,0.951056516295137
0.00604,0.587785252292451
0.00605,-5.97887609851275e-14
0.00606,-0.587785252292501
0.00607,-0.951056516295174
0.00608,-0.951056516295141
0.00609,-0.587785252292459
0.0061,-7.83526359199671e-15
0.00611,0.587785252292493
0.00612,0.951056516295153
0.00613,0.951056516295144
0.00614,0.587785252292468
0.00615,1.86158693083129e-14
0.00616,-0.587785252292484
0.00617,-0.95105651629515
0.00618,-0.951056516295147
0.00619,-0.587785252292477
0.0062,2.74469438361788e-14
0.00621,0.587785252292475
0.00622,0.951056516295164
0.00623,0.951056516295151
0.00624,0.587785252292439
0.00625,-1.66663381198626e-14
0.00626,-0.587785252292512
0.00627,-0.951056516295161
0.00628,-0.951056516295136
0.00629,-0.587785252292448
0.0063,6.27291512643544e-14
0.00631,0.587785252292504
0.00632,0.951056516295158
0.00633,0.95105651629514
0.00634,0.587785252292457
0.00635,-5.19485455480381e-14
0.00636,-0.587785252292495
0.00637,-0.951056516295172
0.00638,-0.951056516295143
0.00639,-0.58778525229242
0.0064,4.11679398317219e-14
0.00641,0.587785252292486
0.00642,0.951056516295151
0.00643,0.951056516295146
0.00644,0.587785252292474
0.00645,-3.03873341154057e-14
0.00646,-0.587785252292478
0.00647,-0.951056516295165
0.00648,-0.95105651629515
0.00649,-0.587785252292483
0.0065,1.96067283990894e-14
0.00651,0.587785252292469
0.00652,0.951056516295162
0.00653,0.951056516295153
0.00654,0.587785252292446
0.00655,-8.82612268277318e-15
0.00656,-0.587785252292506
0.00657,-0.951056516295159
0.00658,-0.951056516295139
0.00659,-0.587785252292455
0.0066,5.4888935827265e-14
0.00661,0.587785252292497
0.00662,0.951056516295173
0.00663,0.951056516295142
0.00664,0.587785252292417
0.00665,-4.41083301109487e-14
0.00666,-0.587785252292489
0.00667,-0.951056516295169
0.00668,-0.951056516295145
0.00669,-0.587785252292426
0.0067,3.33277243946325e-14
0.00671,0.58778525229248
0.00672,0.951056516295149
0.00673,0.951056516295149
0.00674,0.587785252292481
0.00675,-2.25471186783162e-14
0.00676,-0.587785252292471
0.00677,-0.951056516295163
0.00678,-0.951056516295152
0.00679,-0.587785252292443
0.0068,1.1766512962e-14
0.00681,0.587785252292508
0.00682,0.951056516295159
0.00683,0.951056516295155
0.00684,0.587785252292452
0.00685,-9.85907245683766e-16
0.00686,-0.5877852522925
0.00687,-0.951056516295156
0.00688,-0.951056516295141
0.00689,-0.587785252292461
0.0069,4.70487203901755e-14
0.00691,0.587785252292491
0.00692,0.95105651629517
0.00693,0.951056516295145
0.00694,0.587785252292424
0.00695,-3.62681146738593e-14
0.00696,-0.587785252292528
0.00697,-0.951056516295167
0.00698,-0.95105651629513
0.00699,-0.587785252292432
0.007,2.54875089575431e-14
0.00701,0.58778525229252
0.00702,0.951056516295164
0.00703,0.951056516295151
0.00704,0.587785252292487
0.00705,-1.47069032412268e-14
0.00706,-0.587785252292465
0.00707,-0.95105651629516
0.00708,-0.951056516295155
0.00709,-0.58778525229245
0.0071,3.92629752491059e-15
0.00711,0.587785252292502
0.00712,0.951056516295157
0.00713,0.95105651629514
0.00714,0.587785252292458
0.00715,-4.99891106694024e-14
0.00716,-0.587785252292493
0.00717,-0.951056516295154
0.00718,-0.951056516295144
0.00719,-0.587785252292467
0.0072,3.92085049530861e-14
0.00721,0.587785252292485
0.00722,0.951056516295168
0.00723,0.951056516295147
0.00724,0.58778525229243
0.00725,-2.84278992367699e-14
0.00726,-0.587785252292522
0.00727,-0.951056516295165
0.00728,-0.951056516295133
0.00729,-0.587785252292439
0.0073,7.44907123812617e-14
0.00731,0.587785252292513
0.00732,0.951056516295179
0.00733,0.951056516295136
0.00734,0.587785252292447
0.00735,-6.86668780413741e-15
0.00736,-0.587785252292459
0.00737,-0.951056516295158
0.00738,-0.951056516295157
0.00739,-0.587785252292456
0.0074,-3.91391791217882e-15
0.00741,0.587785252292496
0.00742,0.951056516295155
0.00743,0.951056516295143
0.00744,0.587785252292465
0.00745,-4.2148895232313e-14
0.00746,-0.587785252292487
0.00747,-0.951056516295169
0.00748,-0.951056516295146
0.00749,-0.587785252292428
0.0075,3.13682895159967e-14
0.00751,0.587785252292478
0.00752,0.951056516295165
0.00753,0.951056516295149
0.00754,0.587785252292436
0.00755,-2.05876837996805e-14
0.00756,-0.587785252292516
0.00757,-0.951056516295162
0.00758,-0.951056516295135
0.00759,-0.587785252292445
0.0076,6.66504969441723e-14
0.00761,0.587785252292507
0.00762,0.951056516295176
0.00763,0.951056516295139
0.00764,0.587785252292408
0.00765,9.73527632951999e-16
0.00766,-0.587785252292498
0.00767,-0.951056516295155
0.00768,-0.951056516295142
0.00769,-0.587785252292462
0.0077,-1.17541333492682e-14
0.00771,0.587785252292489
0.00772,0.951056516295152
0.00773,0.951056516295145
0.00774,0.587785252292471
0.00775,-3.43086797952235e-14
0.00776,-0.587785252292481
0.00777,-0.951056516295166
0.00778,-0.951056516295149
0.00779,-0.587785252292434
0.0078,2.35280740789073e-14
0.00781,0.587785252292518
0.00782,0.951056516295163
0.00783,0.951056516295152
0.00784,0.587785252292397
0.00785,-6.95908872233991e-14
0.00786,-0.587785252292509
0.00787,-0.95105651629516
0.00788,-0.951056516295155
0.00789,-0.587785252292405
0.0079,5.88102815070828e-14
0.00791,0.587785252292501
0.00792,0.951056516295156
0.00793,0.951056516295123
0.00794,0.587785252292414
0.00795,-4.80296757907666e-14
0.00796,-0.587785252292492
0.00797,-0.951056516295171
0.00798,-0.951056516295144
0.00799,-0.587785252292469
0.008,-1.95943487863577e-14
0.00801,0.587785252292529
0.00802,0.951056516295167
0.00803,0.951056516295148
0.00804,0.587785252292478
0.00805,3.03749545026739e-14
0.00806,-0.58778525229252
0.00807,-0.951056516295164
0.00808,-0.951056516295151
0.00809,-0.587785252292486
0.0081,7.25312775026259e-14
0.00811,0.587785252292512
0.00812,0.951056516295161
0.00813,0.951056516295154
0.00814,0.587785252292403
0.00815,-6.17506717863097e-14
0.00816,-0.587785252292503
0.00817,-0.951056516295157
0.00818,-0.951056516295122
0.00819,-0.587785252292412
0.0082,5.09700660699934e-14
