time_s,sample
0,0
2.26757369614512e-05,0.0113976829656825
4.53514739229025e-05,0.022793052312676
6.80272108843537e-05,0.0341837948919334
9.0702947845805e-05,0.0455675984935967
0.000113378684807256,0.0569421523163526
0.000136054421768707,0.0683051474365028
0.000158730158730159,0.0796542772766533
0.00018140589569161,0.090987238073927
0.000204081632653061,0.102301729347605
0.000226757369614512,0.113595454366101
0.000249433106575964,0.124866120613179
0.000272108843537415,0.136111440253306
0.000294784580498866,0.147329130596065
0.000317460317460317,0.158516914559518
0.000340136054421769,0.169672521132429
0.00036281179138322,0.180793685835261
0.000385487528344671,0.191878151179841
0.000408163265306122,0.202923667127606
0.000430839002267574,0.213927991546345
0.000453514739229025,0.224888890665324
0.000476190476190476,0.235804139528723
0.000498866213151927,0.24667152244728
0.000521541950113379,0.257488833448053
0.00054421768707483,0.268253876722211
0.000566893424036281,0.278964467070766
0.000589569160997732,0.289618430348139
0.000612244897959184,0.300213603903499
0.000634920634920635,0.310747837019756
0.000657596371882086,0.321218991350133
0.000680272108843537,0.331624941352236
0.000702947845804989,0.341963574719513
0.00072562358276644,0.352232792810034
0.000748299319727891,0.362430511072494
0.000770975056689342,0.372554659469357
0.000793650793650794,0.382603182897055
0.000816326530612245,0.39257404160315
0.000839002267573696,0.40246521160039
0.000861678004535147,0.412274685077552
0.000884353741496599,0.422000470807012
0.00090702947845805,0.431640594548945
0.000929705215419501,0.441193099452075
0.000952380952380952,0.450656046450898
0.000975056689342404,0.460027514659291
0.000997732426303855,0.469305601760436
0.00102040816326531,0.478488424392973
0.00104308390022676,0.487574118533297
0.00106575963718821,0.496560839873946
0.00108843537414966,0.505446764197969
0.00111111111111111,0.514230087749231
0.00113378684807256,0.522909027598555
0.00115646258503401,0.531481822005637
0.00117913832199546,0.539946730776666
0.00120181405895692,0.548302035617566
0.00122448979591837,0.556546040482789
0.00124716553287982,0.564677071919602
0.00126984126984127,0.572693479407775
0.00129251700680272,0.580593635694626
0.00131519274376417,0.588375937125334
0.00133786848072562,0.596038803968467
0.00136054421768707,0.603580680736652
0.00138321995464853,0.611000036502322
0.00140589569160998,0.618295365208482
0.00142857142857143,0.625465185974424
0.00145124716553288,0.632508043396327
0.00147392290249433,0.639422507842694
0.00149659863945578,0.646207175744554
0.00151927437641723,0.652860669880369
0.00154195011337868,0.659381639655599
0.00156462585034014,0.665768761376859
0.00158730158730159,0.672020738520617
0.00160997732426304,0.678136301996374
